,sample_0_costs,sample_0_cuts,sample_1_costs,sample_1_cuts,sample_2_costs,sample_2_cuts
0,0.387265211165818,12,0.31582568766380464,13,0.3525115520206053,7
1,0.38726521116581786,12,0.31582568766380564,13,0.3525115520206053,7
2,0.3640204549134945,8,0.33787567255150397,10,0.25394227318685275,12
3,0.3990690825210225,11,0.31716497803594085,13,0.311612279056675,11
4,0.36402045491349366,8,0.31582568766380464,13,0.25394227318685275,12
5,0.1917849911385308,14,0.27020202981282476,11,0.2647149775853797,10
6,0.21229882204982842,14,0.3585347167732824,10,0.2575500130549788,11
7,0.19178499113853115,14,0.27020202981282393,11,0.25394227318685275,12
8,0.2541043959945204,11,0.21715418754525637,17,0.3132375871906114,15
9,0.18949862283880609,17,0.23827767022571986,14,0.42817551070553034,8
10,0.18949862283880609,17,0.21715418754525703,17,0.25394227318685275,12
11,0.2619709910901935,12,0.25105485066569866,15,0.2227635116577619,16
12,0.2374881490098848,16,0.2488177276355769,16,0.3042941179421404,15
13,0.3240760382787069,14,0.23390689605978388,15,0.29882662812548344,12
14,0.24173466812500977,16,0.429876259918641,10,0.3101304388613989,11
15,0.31574280645974295,14,0.3354380506072589,16,0.29891869381452,9
16,0.21123724814897837,15,0.23897579553476603,16,0.22609674180215258,13
17,0.22726316360149215,14,0.27939904845467217,15,0.3192665634874312,16
18,0.23495942965537106,13,0.23554517100568034,16,0.2916887499530485,13
19,0.26581865491441065,15,0.29009259035150425,12,0.33086014485968346,12
20,0.20029784429178096,17,0.33402884940139144,16,0.32979503500977897,15
21,0.2562874288601007,18,0.32556860203960974,13,0.2439745397268589,10
22,0.18456967830257393,19,0.21067059380419026,14,0.20411133824363578,17
23,0.1874288431253148,14,0.35145874245135533,11,0.24904510998229035,12
24,0.27593030002025065,13,0.4472897040136028,11,0.20604696346166557,17
25,0.22682645785796118,16,0.19201639350524233,17,0.2052492016952147,18
26,0.26172558616346747,12,0.22299053413710104,15,0.36716841794051525,14
27,0.21420770412594728,18,0.2467398620224317,13,0.306069924905511,15
28,0.17127967235334596,18,0.29416592161919414,13,0.2630436710161946,15
