,sample_0_costs,sample_0_cuts,sample_1_costs,sample_1_cuts,sample_2_costs,sample_2_cuts
0,0.6373707598281152,16,0.45915148757870744,20,0.4232508000878145,24
1,0.6373707598281152,16,0.45915148757870744,20,0.4232508000878145,24
2,0.7574672969636304,17,0.5718797865010845,27,0.4254864244548561,21
3,0.6430930252332788,16,0.5276780373062389,19,0.46742620655747313,21
4,0.6373707598281152,16,0.45915148757870744,20,0.4232508000878145,24
5,0.5531828097684118,26,0.5216572134057528,23,0.4494634719593967,20
6,0.5384967874532242,25,0.4446774424273386,20,0.39297811548419725,24
7,0.5384967874532244,25,0.44467744242733936,20,0.39297811548419725,24
8,0.36162959667817984,28,0.5392854117375093,19,0.5423662583344824,18
9,0.36417197973276233,26,0.5009972174609014,19,0.379959817087543,26
10,0.36162959667817984,28,0.4446774424273386,20,0.379959817087543,26
11,0.3999191516146821,28,0.6088549898054894,19,0.43878663656906525,26
12,0.35431485578181127,27,0.41459570075009783,24,0.43109451646027525,22
13,0.3734493107964465,26,0.44774094422111926,22,0.6644924015990441,18
14,0.4246532908007428,25,0.42383989426467494,23,0.4972386378316909,22
15,0.3653008223530718,26,0.5281649360757638,19,0.45431732638668404,28
16,0.4439635771852842,21,0.5339316895914578,19,0.46402108008781817,22
17,0.49767219026974585,24,0.4645172485769406,15,0.4338169164247978,25
18,0.4965183311649549,28,0.4914634045559946,19,0.5621127150886194,21
19,0.5270165143668148,21,0.43452247256601234,23,0.8201025523193307,16
20,0.4150939344019625,25,0.4704331369238672,21,0.402038446142589,25
21,0.35234022098838713,27,0.4468835386553131,21,0.45303882287369796,21
22,0.33484161814976243,28,0.3940228594468436,25,0.527114044893215,21
23,0.42641214936274086,27,0.4440572394491318,22,0.5015148473048029,21
24,0.33498639145099224,27,0.5013087031518101,21,0.42502519430536234,25
25,0.4231080852452314,24,0.49376614008215614,23,0.381681060137261,27
26,0.4050481752859359,23,0.4335890265850987,27,0.446417132568283,24
27,0.5018955515165874,24,0.48587677787596084,24,0.4037394922737612,24
28,0.4279506717568138,25,0.4781847908952055,20,0.4111259932780361,24
29,0.418597124732661,25,0.418855555438036,24,0.3489473337099234,28
30,0.517088881199416,25,0.538572240616703,25,0.4948763582828043,19
31,0.43476358690287686,24,0.3900285547150529,27,0.3866727314899541,25
32,0.4558344761139491,25,0.5423890677064664,24,0.5006168356434757,23
33,0.43986812371248357,20,0.4157026713801337,25,0.419028242619402,24
34,0.3869367939524438,25,0.37722813539305305,26,0.4670820560172624,23
35,0.40732319689828267,24,0.4540473447241857,22,0.46659389022046455,22
36,0.467550288966316,19,0.5131630969869554,25,0.5024302458682436,24
37,0.36740169805104267,27,0.41990450237202237,22,0.40122818226036255,25
38,0.4695810189571634,22,0.4235638708204027,24,0.44019618768881913,25
39,0.33484161814976243,28,0.37722813539305305,26,0.3489473337099234,28
40,0.3416353815300006,26,0.5067415684140159,24,0.36874833241283966,28
41,0.5448194376245492,21,0.5834553822631147,20,0.6054807912916343,25
42,0.33484161814976243,28,0.37722813539305305,26,0.3489473337099234,28
43,0.44153103200675087,23,0.42540534012391923,24,0.3497211445719827,28
44,0.4340785880341098,23,0.4317208630318276,24,0.4156367805965497,25
45,0.33484161814976243,28,0.37722813539305305,26,0.3489473337099234,28
46,0.4638281814242554,24,0.48999245801020597,21,0.3452395694269016,28
47,0.4893285374948577,21,0.4546882059542579,23,0.4488143646790694,25
48,0.33484161814976243,28,0.37722813539305305,26,0.3452395694269016,28
49,0.4942344485892337,22,0.39897895681219436,29,1.303018342934729,14
50,0.33484161814976254,28,0.37722813539305294,26,0.3452395694269016,28
51,0.5826320670472934,24,0.5250974875803663,23,0.5144769545988166,27
52,0.33681717199109973,28,0.4289653817129155,28,0.3727383470466426,26
